word,definition
glance,throw a glance at; take a brief look at
inspect,look over carefully
overlook,watch over
overlook,"look past, fail to notice"
consider,give careful consideration to
bethink,cause oneself to consider something
eyeball,look at
look after,keep under careful scrutiny
squint,be cross-eyed; have a squint or strabismus
abacinate,blind by holding a red-hot metal plate before someone's eyes
snow-blind,affect with snow blindness
intrude,search or inquire in a meddlesome way
horn in,search or inquire in a meddlesome way
observe,watch attentively
listen,hear with intention
hear out,listen to every detail and give a full hearing to
listen in,"listen quietly, without contributing to the conversation"
attend,give heed (to)
advert,give heed (to)
pay heed,give heed (to)
give ear,give heed (to)
fixate,pay attention to exclusively and obsessively
listen,listen and pay attention
take heed,listen and pay attention
incline,bend or turn (one's ear) towards a speaker in order to listen well
tune in,regulate (a radio or television set) in order to receive a certain station or program
squeak,"make a high-pitched, screeching noise"
screech,"make a high-pitched, screeching noise"
screak,"make a high-pitched, screeching noise"
skreak,"make a high-pitched, screeching noise"
racket,make loud and annoying noises
clatter,make a rattling sound
brattle,make a rattling sound
stridulate,make a shrill creaking noise by rubbing together special bodily structures
clitter,make a shrill creaking noise by rubbing together special bodily structures
drown out,make imperceptible
jingle,make a sound typical of metallic objects
jangle,make a sound typical of metallic objects
make noise,emit a noise
resound,emit a noise
scream,"make a loud, piercing sound"
backfire,emit a loud noise as a result of undergoing a backfire
clangor,make a loud noise
clangor,make a loud resonant noise
clangour,make a loud resonant noise
boom out,make a deep hollow sound
rattle,make short successive sounds
ruckle,"make a hoarse, rattling sound"
crepitate,make a crackling sound
crackle,make a crackling sound
ticktock,make a sound like a clock or a timer
ticktack,make a sound like a clock or a timer
ring out,sound loudly
resonate,sound with resonance
vibrate,sound with resonance
gurgle,make sounds similar to gurgling water
guggle,make a sound like a liquid that is being poured from a bottle
squelch,make a sucking sound
prepare,lead up to and soften by sounding the dissonant note in it as a consonant note in the preceding chord
project,cause to be heard
dingdong,"go ‘ding dong’, like a bell"
buzz,make a buzzing sound
bombinate,make a buzzing sound
bombilate,make a buzzing sound
rustle,make a dry crackling sound
claxon,make a strident noise
tootle,play (a musical instrument) casually
whistle,make whistling sounds
resound,ring or echo with sound
consonate,sound in sympathy
reecho,repeat or return an echo again or repeatedly; send (an echo) back
reecho,"echo repeatedly, echo again and again"
scrunch,make a noise typical of an engine lacking lubricants
patter,"make light, rapid and repeated sounds"
chatter,click repeatedly or uncontrollably
sputter,make an explosive sound
tinkle,make or emit a high sound
splash,make a splashing sound
splosh,make a splashing sound
rumble,make a low noise
grumble,make a low noise
ripple,flow in an irregular current with a bubbling noise
babble,flow in an irregular current with a bubbling noise
guggle,flow in an irregular current with a bubbling noise
burble,flow in an irregular current with a bubbling noise
bubble,flow in an irregular current with a bubbling noise
gurgle,flow in an irregular current with a bubbling noise
swoosh,move with or cause to move with a whistling or hissing sound
whizz,make a soft swishing sound
whiz,make a soft swishing sound
wiretap,tap a telephone or telegraph wire to get information
intercept,tap a telephone or telegraph wire to get information
take in,"hear, usually without the knowledge of the speakers"
overhear,"hear, usually without the knowledge of the speakers"
harken,listen; used mostly in the imperative
hearken,listen; used mostly in the imperative
listen in,listen without the speaker's knowledge
eavesdrop,listen without the speaker's knowledge
deafen,make or render deaf
deafen,be unbearably loud
quieten,become quiet or quieter
quiet,become quiet or quieter
quiesce,become quiet or quieter
quiet down,become quiet or quieter
pipe down,become quiet or quieter
louden,become louder
soften,make (images or sounds) soft or softer
sharpen,make (images or sounds) sharp or sharper
muzzle,prevent from speaking out
muffle,"deaden (a sound or noise), especially by wrapping"
dampen,"deaden (a sound or noise), especially by wrapping"
tone down,"deaden (a sound or noise), especially by wrapping"
season,lend flavor to
flavor,lend flavor to
flavour,lend flavor to
resinate,impregnate with resin to give a special flavor to
zest,add herbs or spices to
spice up,add herbs or spices to
ginger,add ginger to in order to add flavor
recognize,detect with the senses
recognise,detect with the senses
discern,detect with the senses
pick out,detect with the senses
make out,detect with the senses
tell apart,detect with the senses
resolve,make clearly visible
savour,taste appreciatively
savour,give taste to
savour,have flavor; taste of something
disgust,fill with distaste
gross out,fill with distaste
revolt,fill with distaste
sicken,upset and make nauseated
nauseate,upset and make nauseated
sweeten,make sweeter in taste
dulcify,make sweeter in taste
edulcorate,make sweeter in taste
dulcorate,make sweeter in taste
bitter,make bitter
saccharify,sweeten with sugar
pepper,add pepper to
sugarcoat,"coat with something sweet, such as a hard sugar glaze"
glaze,"coat with something sweet, such as a hard sugar glaze"
acidify,make sour or more sour
acidulate,make sour or more sour
