word,definition
Y,a silvery metallic element that is common in rare-earth minerals; used in magnesium and aluminum alloys
beryl,the chief source of beryllium; colored transparent varieties are valued as gems
cutin,(biochemistry) a waxy transparent material that occurs in the cuticle of plants and consists of highly polymerized esters of fatty acids
emery,a hard grey-black mineral consisting of corundum and either hematite or magnetite; used as an abrasive (especially as a coating on paper)
fluor,a soft mineral (calcium fluoride) that is fluorescent in ultraviolet light; chief source of fluorine
gesso,gypsum or plaster of Paris spread on a surface to make it suitable for painting or gilding (or a surface so prepared)
marl,a loose and crumbling earthy deposit consisting mainly of calcite or dolomite; used as a fertilizer for soils deficient in lime
mica,any of various minerals consisting of hydrous silicates of aluminum or potassium etc. that crystallize in forms that allow perfect cleavage into very thin leaves; used as dielectrics because of their resistance to electricity
char,a charred substance
coke,carbon fuel produced by distillation of coal
derv,diesel oil used in cars and lorries with diesel engines; from d(iesel) e(ngine) r(oad) v(ehicle)
fire,fuel that is burning and is used as a means for cooking
gas,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines
opal,a translucent mineral consisting of hydrated silica of variable color; some varieties are used as gemstones
ore,a mineral that contains metal that is valuable enough to be mined
peat,partially carbonized vegetable matter saturated with water; can be used as a fuel when dried
regur,a rich black loam of India
ricin,a toxic protein extracted from castor beans; used as a chemical reagent; can be used as a bioweapon
rock,material consisting of the aggregate of minerals like those making up the Earth's crust
stone,material consisting of the aggregate of minerals like those making up the Earth's crust
sial,the granitelike rocks that form the outermost layer of the earth's crust; rich in silicon and aluminum
sima,rock that form the continuous lower layer of the earth's crust; rich in silicon and magnesium
gem,a crystalline rock that can be cut and polished for jewelry
stone,a crystalline rock that can be cut and polished for jewelry
slate,a fine-grained metamorphic rock that can be split into thin layers
grit,a hard coarse-grained siliceous sandstone
lac,resinlike substance secreted by certain lac insects; used in e.g. varnishes and sealing wax
lime,a sticky adhesive that is smeared on small branches to capture small birds
glue,cement consisting of a sticky substance that is used as an adhesive
gum,cement consisting of a sticky substance that is used as an adhesive
putty,a dough-like mixture of whiting and boiled linseed oil; used especially to patch woodwork or secure panes of glass
paste,an adhesive made from water and flour or starch; used on paper and paperboard
wafer,a small adhesive disk of paste; used to seal letters
paste,any mixture of a soft and malleable consistency
lute,a substance for packing a joint or coating a porous surface to make it impervious to gas or liquid
A,(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA
ADA,an enzyme found in mammals that can catalyze the deamination of adenosine into inosine and ammonia
AMP,a nucleotide found in muscle cells and important in metabolism; reversibly convertible to ADP and ATP
ADP,an ester of adenosine that is converted to ATP for energy storage
ATP,a nucleotide derived from adenosine that occurs in muscle tissue; the major source of energy for cellular reactions
agate,an impure form of quartz consisting of banded chalcedony; used as a gemstone and for making mortars and pestles
Alar,a chemical sprayed on fruit trees to regulate their growth so the entire crop can be harvested at one time
ether,any of a class of organic compounds that have two hydrocarbon groups linked by an oxygen atom
ethyl,the univalent hydrocarbon radical C2H5 derived from ethane by the removal of one hydrogen atom
aldol,an oily colorless liquid obtained by the condensation of two molecules of acetaldehyde; contains an alcohol group (-OH) and an aldehyde group (-CHO)
shag,a strong coarse tobacco that has been shredded
brass,an alloy of copper and zinc
amide,any organic compound containing the group -CONH2
mucin,a nitrogenous substance found in mucous secretions; a lubricant that protects body surfaces
actin,one of the proteins into which actomyosin can be split; can exist in either a globular or a fibrous form
